time,sst,eis,t_adv,w700,rhft,clf
2001-01-01,296.1685,4.824930821948932,-1.6822542,0.022466874,35.642094,0.6633959829807281
2001-02-01,297.11526,3.4768273109683365,-1.9327898,0.026573,37.940147,0.6058799839019775
2001-03-01,298.159,2.265782880505734,-2.1991198,0.031559728,33.834457,0.5292899861931801
2001-04-01,298.17062,2.40281227168963,-2.5324116,0.03965089,21.56533,0.46415098890662193
2001-05-01,297.06927,3.5347879735678758,-2.9621482,0.037318014,7.9971886,0.31876399159431457
2001-06-01,295.93668,4.351136750690751,-2.8563795,0.03774146,5.577778,0.40805798895657064
2001-07-01,293.75323,6.245366553839838,-2.790791,0.03130036,8.452571,0.6746039837598801
2001-08-01,292.6918,7.781225069547957,-3.065977,0.04268796,9.426249,0.8343389827013016
2001-09-01,291.98196,9.125802765818488,-2.6782386,0.03722268,22.69409,0.8384439772367478
2001-10-01,292.66153,8.879466315465137,-2.2848792,0.032583855,21.388245,0.7994759774208069
2001-11-01,294.03003,6.4892283862713045,-1.9809964,0.04335517,22.256172,0.6961629816889763
2001-12-01,295.3147,6.266372936815097,-1.842035,0.036876872,27.094597,0.6802619796991348
2002-01-01,296.30682,4.935181110186787,-2.1112397,0.028797105,33.526722,0.5455159839987754
2002-02-01,297.34042,3.6623931597383774,-1.981812,0.03705394,28.640095,0.5581459844112396
2002-03-01,298.3823,2.1813209054217553,-2.051464,0.03168474,36.243248,0.5035529908537865
2002-04-01,298.2622,2.2192308105232423,-2.1327157,0.047212426,17.322557,0.4072769893705845
2002-05-01,296.94653,3.473043126763514,-3.630374,0.048767477,10.047489,0.4610969886183739
2002-06-01,295.10294,5.35017347215948,-3.7698247,0.044249922,7.3487487,0.5594399839639663
2002-07-01,293.54016,7.811253469471158,-2.9192798,0.044131674,10.475764,0.8651449757814408
2002-08-01,292.2644,7.2088975693137884,-3.144651,0.044279374,11.635782,0.8100269788503647
2002-09-01,291.8683,8.011816763216958,-2.2884667,0.056027412,16.712864,0.8237179809808731
2002-10-01,292.3224,9.158550148897458,-2.5106304,0.0292254,28.931181,0.8123449790477753
2002-11-01,293.29846,7.940692505623408,-2.5240636,0.029891815,30.157238,0.8145189785957336
2002-12-01,294.84796,6.843967965176321,-2.043697,0.032520156,28.61153,0.777992977797985
2003-01-01,296.79572,4.549321679993577,-1.8066058,0.024321463,39.379593,0.6101219856739044
2003-02-01,298.14008,3.137398571164072,-1.8888375,0.031574808,33.571175,0.43533398807048795
2003-03-01,298.36346,2.914799738844735,-2.873209,0.033115767,33.325676,0.578669986128807
2003-04-01,297.39734,3.154744740967958,-3.2862465,0.048325267,14.857968,0.5325879898667335
2003-05-01,296.2157,4.42682629940279,-3.4002943,0.04405817,9.735076,0.5634389850497246
2003-06-01,294.83264,4.0573097359456884,-2.5523782,0.044583607,8.271045,0.5449249854683876
2003-07-01,294.17197,5.602782159825104,-3.102234,0.03210434,9.509887,0.6278189834952355
2003-08-01,293.09442,7.740758879536571,-2.9657137,0.041888174,11.867911,0.8369539791345596
2003-09-01,292.5146,8.85398443800487,-3.013999,0.049742747,18.493002,0.8189859795570373
2003-10-01,292.75018,9.230401846915825,-2.7110739,0.034548346,22.419313,0.8021479791402817
2003-11-01,293.96765,7.0403575995849765,-2.7400553,0.03573845,28.499205,0.7011179810762406
2004-01-01,296.41168,4.777396190209851,-2.673836,0.03277092,29.204119,0.6266809862852096
2004-03-01,297.13095,4.6662573365522535,-3.2890909,0.042470586,21.047924,0.6683099853992462
2004-05-01,295.96606,3.2614216551126782,-2.6124609,0.03995915,10.756042,0.5031119872629642
2004-06-01,294.5832,5.340330891024626,-3.2375174,0.035480127,7.906289,0.6647699806094169
2004-07-01,293.6124,6.614623714939657,-2.4113653,0.036212366,9.331156,0.6691949853301048
2004-08-01,292.69614,8.527887625261535,-3.0779896,0.039377745,13.287151,0.8928409785032272
2004-09-01,292.54788,8.68812889102513,-2.6215076,0.034479495,17.438026,0.8977449780702591
2004-11-01,294.06378,6.932480533691818,-2.2599757,0.034824695,28.772131,0.7071249842643738
2004-12-01,295.63092,5.609835060706161,-1.8990506,0.038349982,24.7054,0.5379739856719971
2005-01-01,297.11032,3.59793196676547,-1.8730167,0.023448398,38.576492,0.5210359871387482
2005-02-01,298.4615,2.8790251337438297,-2.1644742,0.04405328,27.331263,0.5254169858992099
2005-03-01,298.75577,2.244780570033108,-2.5273936,0.03868463,24.828838,0.43980699181556704
2005-04-01,297.39923,4.720443669375323,-3.527272,0.04873204,18.408308,0.6179459837079048
2005-05-01,295.65497,4.739450870148741,-3.3360784,0.0328957,20.036596,0.630717983841896
2005-06-01,294.32495,6.412172712416375,-2.8039374,0.03204169,9.566504,0.8060249805450439
2005-07-01,293.51218,5.629664347883651,-1.9406438,0.03761757,7.4544744,0.7235409823060036
2005-08-01,292.3685,8.195628431697726,-2.786038,0.04064289,14.834009,0.7702859753370285
2005-09-01,292.20184,9.103758586463053,-2.5967813,0.04219215,18.62842,0.8264549773931503
2005-11-01,293.49603,8.017823599452633,-2.498309,0.038050164,25.816729,0.8218829804658889
2006-01-01,296.65567,4.532629529376522,-1.7123673,0.03645886,32.682816,0.47964598685503007
2006-02-01,298.02362,3.1864439744977515,-1.7456203,0.02939488,31.341595,0.5173109829425812
2006-03-01,298.4773,2.207055246281788,-2.430001,0.04125726,23.560425,0.4870759865641594
2006-04-01,297.82144,2.950510839442919,-3.156552,0.0385451,22.523933,0.4447709883749485
2006-05-01,296.42886,4.396887850842092,-3.6369746,0.04047356,12.15188,0.455800988972187
2006-06-01,295.25177,3.5854535939832832,-3.3107586,0.044570427,7.200036,0.4010229893028736
2006-08-01,292.6337,7.834730206747383,-3.1977212,0.042057246,11.203899,0.8572739797830582
2006-09-01,292.2083,8.744566849263752,-2.5974526,0.044842683,13.086228,0.8935279780626297
2006-10-01,292.64136,8.118708634102962,-2.8553889,0.04643685,22.437859,0.844615980386734
2006-11-01,293.51233,7.286332304871572,-2.8091471,0.027356964,34.007397,0.7674599793553353
2006-12-01,295.06638,6.181956100545684,-2.7043884,0.021853065,35.28324,0.67547498524189
2007-02-01,297.61765,3.7707658778651756,-2.2872992,0.033499584,29.891474,0.5899029865860939
2007-03-01,297.8588,2.931832823666832,-2.3603156,0.03247213,30.582033,0.532548987865448
2007-04-01,297.60516,2.5398269912229066,-3.3623595,0.045651134,22.395964,0.5053009870648384
2007-05-01,296.52325,3.419965623115924,-3.357726,0.047270082,12.164551,0.32034799091517924
2007-06-01,295.18793,6.494437106552056,-3.3179538,0.03414056,7.7502437,0.672752982378006
2007-07-01,293.85526,7.2729171553687015,-2.6597173,0.036575988,7.847469,0.7225149801373482
2007-08-01,292.37793,8.464257454623356,-3.1020908,0.037848655,12.9607315,0.8873009794950485
2007-10-01,292.39474,8.958016247257245,-2.9161518,0.047196392,28.021479,0.8910179740190506
2007-11-01,293.6225,7.610168534397637,-2.513157,0.028603343,31.177544,0.7165109819173813
2008-01-01,296.65186,3.9662725977067868,-1.461689,0.03828468,30.272572,0.5094409877061844
2008-02-01,298.4542,1.5739774077672728,-1.570206,0.024080576,32.51262,0.49188598945736883
2008-05-01,297.12146,2.765965372131384,-3.5829406,0.039614826,12.522275,0.4214319881796837
2008-06-01,295.42072,5.26106236417292,-3.3426936,0.033228774,5.973167,0.49008598655462265
2008-08-01,293.10217,6.108129590840731,-2.923006,0.028518643,15.315524,0.8179419803619384
2008-09-01,292.43503,9.991880556695339,-3.1692169,0.04268301,15.648286,0.8553879803419113
2008-11-01,293.4749,8.250017755107075,-2.7980087,0.036226157,21.855198,0.8318559753894806
2009-01-01,297.08112,4.101382426318258,-1.8367215,0.03221652,35.036285,0.4490329897403717
2009-02-01,298.3324,2.8874303029617363,-1.9802264,0.030970449,33.84549,0.4938959859311581
2009-03-01,298.8705,1.7545598478894704,-2.392861,0.041158814,23.366829,0.44136399030685425
2009-04-01,298.42096,1.3179651299158766,-2.8364,0.032021802,26.500439,0.5014159882068634
2009-05-01,296.92203,3.455064808676077,-3.600723,0.03998668,19.115225,0.5504819822311401
2009-06-01,295.12323,5.868689012753865,-3.2278054,0.03726005,10.624826,0.6505769783258438
2009-07-01,293.89453,5.830858716356688,-2.365731,0.035819676,6.981822,0.6175369848310948
2009-08-01,292.83038,7.50821122276405,-2.5851407,0.043405734,11.751026,0.8560039794445038
2009-09-01,292.44513,8.887727480173012,-2.6640868,0.032129727,23.441849,0.8411309778690338
2009-10-01,292.8778,7.753936451896042,-2.5887644,0.040471606,26.61626,0.8594599771499634
2009-12-01,295.85037,5.518837312752051,-1.7340449,0.022801057,35.734974,0.6089789825677872
2010-01-01,297.3191,3.7714352302787884,-2.2285142,0.025414977,34.898907,0.5684249851107598
2010-02-01,298.1192,3.432639280268138,-2.0634441,0.03483978,29.959883,0.48470098882913587
2010-03-01,298.88065,2.4022241713485166,-2.2706757,0.035787646,32.071922,0.4663979884982109
2010-04-01,297.85886,4.531310972023074,-3.6462395,0.0391972,24.56753,0.631855984032154
2010-05-01,296.4223,4.798497176529565,-3.1031742,0.032191485,12.418108,0.5603319871425628
2010-06-01,295.00632,7.093755246653017,-3.1165628,0.034077574,7.0510573,0.637183984220028
2010-07-01,293.48843,6.265091214284033,-2.7845085,0.032952886,8.231159,0.7713089764118195
2010-09-01,292.43692,9.28880899577773,-2.5344017,0.028520603,25.12692,0.8423399776220322
2010-10-01,292.72513,9.458432780873277,-2.577533,0.020015625,32.66347,0.8036959761381149
2010-11-01,293.78583,7.656127924368925,-2.482567,0.031590972,31.540667,0.7629159808158874
2011-01-01,297.3427,3.8832738444266335,-1.5616317,0.02285964,37.705273,0.5123779889941216
2011-02-01,298.87976,1.9124116629927082,-1.7415476,0.021932816,37.373642,0.4696379891037941
2011-03-01,299.29684,1.8249395287582235,-2.1733298,0.037421934,30.341808,0.43911698907613755
2011-06-01,294.99057,6.309563654065652,-3.5588937,0.03860881,9.66213,0.6449439832568169
2011-07-01,293.4351,7.342170391578996,-3.037542,0.0418901,8.306494,0.7037539839744568
2011-08-01,292.58423,7.660692200509114,-2.962569,0.03635631,11.607946,0.8616259765625
2011-09-01,292.30917,9.352067879703833,-2.6662421,0.029544445,20.260231,0.8445649784803391
2011-10-01,292.64322,8.634616075440672,-2.9488685,0.0331821,25.91563,0.7833829817175865
2011-11-01,293.3015,8.291627020301693,-3.0121691,0.029896291,26.591572,0.8707139790058136
2011-12-01,294.0138,7.402477368030021,-2.824573,0.026506525,23.965378,0.824529978632927
2012-01-01,295.71973,4.881524318309744,-1.6197416,0.033394825,29.660625,0.5517859888076783
2012-04-01,297.22528,3.5519692909836125,-2.9883833,0.041800093,13.91111,0.45858998969197273
2012-05-01,296.55557,3.4403114091396936,-3.0864582,0.044105902,10.046937,0.572389986217022
2012-06-01,294.82004,4.68262034744225,-3.278342,0.040785775,11.625038,0.6182339841127396
2012-07-01,293.23294,5.891569138772138,-3.0190597,0.03460373,11.108387,0.8192449796199799
2012-08-01,292.24832,8.80967110042728,-3.0018854,0.03787085,14.975208,0.851976979970932
2012-09-01,291.6388,10.344874704627127,-3.2133179,0.035220355,20.72812,0.8578659802675247
2012-10-01,292.0282,9.70246796828445,-3.3319154,0.01920919,33.706432,0.8393009787797928
2012-11-01,293.5636,7.3780253727069525,-2.3995636,0.02840079,29.579475,0.8312989807128907
2012-12-01,295.97348,5.29795568438161,-1.7051587,0.02636049,28.937737,0.5578459885716438
2013-01-01,297.2688,4.82122635540228,-2.3906064,0.019011531,31.758041,0.6276759839057923
2013-02-01,297.74445,3.8787882671838663,-2.6586475,0.02132677,34.588894,0.6127679839730262
2013-03-01,297.99286,2.9765529892191886,-2.7180462,0.034193058,30.566217,0.5888699832558631
2013-04-01,297.39978,4.043195753780831,-2.994652,0.04285245,14.170782,0.5712689852714539
2013-05-01,296.5293,3.9103230678615866,-3.226655,0.03849554,9.104108,0.4520229871571064
2013-07-01,293.44366,6.295687093213223,-2.494307,0.02502985,9.680351,0.799352980852127
2013-08-01,292.45782,8.067344846539077,-3.009333,0.044163216,11.867432,0.8478449767827988
2013-09-01,291.981,9.55006191674625,-3.193378,0.041077882,21.432234,0.8713519775867462
2013-10-01,292.42087,9.099923930184548,-2.6924613,0.027861398,31.272137,0.8378729784488678
2013-11-01,293.44543,7.881645714303053,-2.42808,0.025536818,32.480515,0.783772981762886
2013-12-01,295.34763,5.582829536804785,-1.6132896,0.034476627,24.228228,0.663493982553482
2014-01-01,297.10086,3.906961197014214,-1.5023446,0.025119387,30.440935,0.4828859880566597
2014-02-01,298.6833,1.8971822399040519,-1.3916066,0.03457318,25.03196,0.30023799248039723
2014-03-01,298.71796,2.505984789160869,-2.4473495,0.030181997,28.774704,0.45113198772072793
2014-04-01,297.99084,2.0655882611466208,-2.7198417,0.043482184,18.077635,0.3952209895849228
2014-05-01,296.9015,3.2262555392721,-3.580599,0.043817118,13.46542,0.5403319868445396
2014-06-01,295.18503,5.874876699009691,-3.4787362,0.028877813,6.3222847,0.6308739829063416
2014-07-01,293.44275,8.232609969430381,-3.3097236,0.035184022,9.537616,0.8303139805793762
2014-08-01,292.19437,7.964671730085956,-2.7120423,0.037483953,14.690624,0.8838249796628952
2014-09-01,292.03647,8.928597168553361,-2.395845,0.03014694,21.12861,0.9129949754476547
2014-10-01,292.26154,9.680256730613,-2.5851223,0.042798422,27.242502,0.8943429750204086
2014-11-01,293.71255,6.7880858819705505,-2.1476867,0.037485767,27.186794,0.6052609822154045
2014-12-01,295.1807,6.090250890815086,-2.1770813,0.032106098,21.969622,0.7191399836540222
2015-01-01,297.01013,4.181662749158283,-1.3865652,0.025093997,30.712717,0.5435069879889488
2015-03-01,298.00656,3.303344226518271,-2.52491,0.031242354,32.117752,0.5468569862842559
2015-04-01,297.60352,3.673491837305172,-2.8509324,0.04616424,13.907837,0.5151079884171486
2015-05-01,296.53253,4.052474109239054,-3.5896015,0.042126317,11.106631,0.5698049852252006
2015-06-01,294.5269,7.6557928160781294,-4.02754,0.040283285,7.389714,0.7606449797749519
2015-07-01,292.9734,6.855707419345147,-3.5582376,0.043682493,16.477415,0.8246939796209335
2015-08-01,291.98077,9.407668226996279,-2.348371,0.038680755,15.310381,0.8490369790792465
2015-09-01,292.0865,9.408517052639006,-2.1808527,0.0332538,22.283691,0.8421419817209244
2015-11-01,293.81113,8.226766560059925,-2.5425372,0.03487674,26.928234,0.7745689833164215
2015-12-01,295.70987,5.661140561296158,-1.9145671,0.020577442,37.790455,0.6107299849390984
2016-01-01,297.82306,4.098690392037659,-1.5673071,0.022163339,32.403904,0.442083987146616
2016-02-01,298.92358,2.8780957973729766,-1.8330624,0.023618525,35.95063,0.514215986430645
2016-03-01,298.8076,3.9462459431937673,-2.438418,0.032573037,20.983242,0.4348779898881912
2016-04-01,297.8878,3.0127144610087133,-2.9195423,0.041086577,21.994339,0.47687998875975607
2016-05-01,296.64963,4.193325770902874,-2.9902189,0.03791937,8.636513,0.5698359856009483
2016-06-01,295.34973,5.999963115801535,-3.0713148,0.04171536,7.406893,0.5709669852256775
2016-07-01,293.8975,7.58650826092481,-3.2442048,0.03430325,7.264894,0.7315729796886444
2016-08-01,292.75595,7.710089249014471,-2.5036836,0.04256518,13.956559,0.8487159788608551
2016-09-01,292.29593,9.290509767486203,-2.8674858,0.037856113,22.564486,0.828923978805542
2016-10-01,292.62454,9.354903744797593,-2.4518616,0.032604802,31.35669,0.8063719826936722
2016-11-01,293.90097,7.828073128683196,-2.6447341,0.022432929,33.64077,0.7606839776039124
2016-12-01,295.6643,5.849064617248076,-2.4606848,0.020942016,37.59896,0.646519983112812
2017-01-01,296.8101,4.243552745417468,-2.1547747,0.025343707,28.135218,0.5590429839491844
2017-02-01,297.53317,4.104612755197567,-2.2938523,0.025572533,33.25671,0.48822098821401594
2017-03-01,298.00055,2.7379735627016872,-2.5264277,0.030709364,31.164007,0.5934419836103916
2017-04-01,297.74493,2.9594502968108896,-2.9786363,0.03609194,16.8751,0.4606049883365631
2017-05-01,296.86728,4.125782879245366,-3.2199512,0.040787626,9.556128,0.47975198552012444
2017-06-01,295.33575,5.474824071653249,-3.1684048,0.033095405,6.4922423,0.6613219839334488
2017-07-01,293.9346,7.507654700335837,-2.5852149,0.032610424,6.222492,0.7868429780006408
2017-08-01,292.87976,8.142245345173189,-3.013334,0.042522028,11.16412,0.8499329751729965
2017-09-01,292.40765,9.720431769464456,-2.7989047,0.021237018,24.366758,0.8310209792852402
2017-10-01,292.6724,9.470622280685081,-3.3484004,0.04436431,26.360981,0.8792329776287079
2017-11-01,293.6791,7.401341814758755,-2.7971203,0.039589062,24.007534,0.7611299806833267
2017-12-01,294.7139,7.045882658758079,-2.470334,0.027120566,29.582788,0.8168799793720245
2018-01-01,296.0557,5.149666037430618,-2.1240244,0.02089777,37.486576,0.6672339835762977
2018-02-01,297.2946,4.1107332217394505,-1.8215034,0.032308906,26.671265,0.577670983672142
2018-03-01,297.9115,3.1561887936511983,-2.0803394,0.0338386,22.786903,0.5168619856238366
2018-04-01,297.94305,2.665809574234652,-2.725913,0.037496053,21.014908,0.4732329902052879
2018-05-01,296.97116,3.8831071750676336,-2.9499667,0.03987275,10.118771,0.44402598798274995
2018-06-01,295.54648,5.25452220531975,-3.1641593,0.038392022,5.8940077,0.4940409868955612
2018-07-01,294.06427,6.035830005782775,-2.6501815,0.032931298,8.822391,0.5610339850187301
2018-08-01,293.0396,8.006093492169029,-3.3231819,0.04152565,16.447691,0.7908769810199737
2018-09-01,292.14435,10.017538742424414,-3.1409953,0.028190434,22.826143,0.8632239776849747
2018-10-01,292.64612,8.84819184515325,-2.329479,0.03497366,24.102581,0.8429749768972397
2018-11-01,294.0851,7.786067455814777,-2.0754256,0.027743435,24.824602,0.7372499793767929
2018-12-01,295.3916,6.614639759437341,-1.9921871,0.02304737,30.915945,0.6689949837327004
2019-01-01,296.89743,4.866438906874288,-1.828511,0.021472115,38.264103,0.5780799844861031
2019-02-01,297.91318,3.532327923888111,-1.7709758,0.025310254,30.588268,0.4806599900126457
2019-03-01,298.44495,3.0454847680061756,-2.7013648,0.028572135,35.70869,0.5799859836697578
2019-04-01,297.47116,4.672840876426949,-3.6899989,0.04513968,16.278309,0.700869979262352
2019-05-01,296.2127,3.9370027233838725,-3.4608853,0.043084525,12.992554,0.5828949829936028
2019-06-01,295.09116,6.401881876222908,-2.914929,0.030120008,5.606825,0.4998469869792461
2019-07-01,293.6892,6.596608123377228,-2.8101,0.0350312,6.7174416,0.7599439799785614
2019-08-01,292.7494,7.511333790974844,-2.6196477,0.034011327,13.293526,0.8299749797582626
2019-09-01,292.65,9.14762053908059,-2.0488882,0.029032357,23.901209,0.8094869786500931
2019-10-01,293.47867,8.52892915160207,-2.3810303,0.032297537,29.21573,0.7385779812932014
2019-11-01,295.21426,6.237252364998358,-2.141162,0.029628577,31.00924,0.5960759860277176
2019-12-01,296.6593,4.7783810785562455,-2.2556255,0.022347348,30.024963,0.5487819850444794
2020-01-01,297.95148,3.4653043161337354,-2.2153459,0.02348763,35.16237,0.5005229866504669
2020-02-01,298.5217,3.4549675887823343,-2.2747867,0.024921441,25.497686,0.5210599830746651
2020-03-01,298.89664,2.296304938406105,-2.4540315,0.04204166,19.704786,0.47467298805713654
2020-04-01,298.07385,3.5045607160757344,-3.4164634,0.044772137,15.005786,0.4996619874238968
2020-05-01,297.27658,3.205529640871755,-3.5028095,0.041234985,8.170378,0.3359989918023348
2020-06-01,295.68103,5.696461143237033,-3.3361268,0.031688657,5.9049616,0.5161739864945412
2020-07-01,294.38498,6.359473463247058,-2.678568,0.0284189,6.5036845,0.563986986130476
2020-09-01,292.41327,9.211762848146417,-3.2318325,0.03669904,22.3658,0.8650679785013199
2020-10-01,292.64,9.83805386345213,-2.8851418,0.035825714,30.144438,0.8298189800977707
2020-12-01,294.97546,7.004688213398323,-2.1872282,0.0317635,27.698963,0.7927109813690185
